"site","job_url","job_url_direct","title","company","location","job_type","date_posted","interval","min_amount","max_amount","currency","is_remote","emails","description","company_url","company_url_direct","company_addresses","company_industry","company_num_employees","company_revenue","company_description","logo_photo_url","banner_photo_url","ceo_name","ceo_photo_url","Removal_Reason"
"linkedin","https://www.linkedin.com/jobs/view/3993234978","https://ats.rippling.com/interplaylearning/jobs/c7ce6137-c8ba-4267-98f6-ccac3b35a015?jobSite=LinkedIn&urlHash=Ym55","Senior Data Analytics Engineer","Interplay Learning","","fulltime","","","","","","","","**Interplay Learning sits at the intersection of EdTech, Virtual Reality, and Enterprise Software as it modernizes Learning Management & Content Systems throughout the skilled trade industries.**
 Since 2016, Austin-based Interplay Learning has been building better training, better careers and better lives for its customers and their employees.
   

  

 Our award-winning online and VR training for the essential skilled trades, including HVAC, Plumbing, Electrical, Solar, Multi-Family Maintenance and Facilities Maintenance workforces, is scalable and more effective than traditional training methods. By leveraging immersive learning technology, Interplay’s customers are able to train and practice hands-on learning from a desktop, phone, tablet, or in virtual reality. The result is a highly trained employee who is job-ready in weeks, not years.
   

  

 Our digital experiential learning platform, SkillMill, conveniently turns any space into a training lab with its short video courses, 3D simulations, knowledge checks, coaching, community, and connectivity.
   

  

**Awards & Recognition**
* Backed by best-in-class VC’s, we are positioned for exciting growth
* Forbes 2024, America's Best Startup Employers
* Built-In, Best Midsize Places to Work In Austin 2023 & 2024
* Fast Company’s World Changing Ideas Awards in the Education, General Excellence, and On the Rise categories


 Position: Senior Data Analytics Engineer
   

  

 We are seeking a highly skilled Senior Data Analytics Engineer to help grow our nascent data team. You will play a pivotal role in shaping both internal and customer-facing reporting and analytics of our VR training platform.
   

  

 (Please note, this role is an individual contributor and does not include people management.)
   

  

**Why This Position**
* Meaningful, impactful work
* Mission-driven company
* Innovative product - EdTech, VR


 Interplay Learning is an innovative impact-driven EdTech company that uses the power of VR and simulations to teach the trades. Our customers range from large enterprises to mom & pop shops, technical high schools and higher education institutions to correctional facilities helping create better opportunities for incarcerated individuals re-entering society.
   

  

 We truly believe in our motto - Better Careers, Better Lives - for our customers and our employees. We hire intentionally, and responsibly; and we never experienced layoffs as a result. We prioritize being a healthy business, and that means we get scrappy and creative to delight our customers.
   

  

**What You’ll Do**
* Manage transformations of raw data through both technical processes and business logic using dbt.
* Write thorough documentation needed to implement self-service analytics.
* Write tests and analyses to monitor and improve data quality.
* Build dashboards and models in our BI platform (Omni).
* Collaborate with cross-functional teams to define, design, and ship high-quality data products.
* Complete ad-hoc data requests with an eye towards making them into reusable tools.
* Become an expert in how the business runs and empower the various departments with the data they need to make the right decisions.
* Collaborate with technical and non-technical stakeholders, bridging the gap between a business problem and technical solution.


**Who You Are**
* A self-starter: You have a strong disposition to thrive in ambiguity, taking initiative to create clarity and forward progress.
* A great communicator: You write clear documentation and technical proposals. You are able to be precise and technical with engineers and translate technical explanations for non technical roles.
* Collaborative team player: You value team success over ego. You will engage in spirited discourse, but can disagree and commit if the team chooses another path.
* Detail-oriented: You triple-check your numbers, and ask the clarifying questions. You have strong problem-solving and analytical skills.
* Experienced: You bring strong software/data engineering experience, including at least 2 years of working directly with some part of the “modern” data stack (dbt, Fivetran, Snowflake, or equivalents).
* A builder: You’re enthusiastic about establishing the foundations of a data team and their tools from scratch.
* A learner: You follow your curiosity. You are genuinely interested in the field and honing your craft. You keep an eye out for new tools, and love learning new ways of doing things by reading documentation, blogs, books, or watching conference talks.


**Requirements**
* Deep expertise with SQL. You can write/read complex queries, troubleshoot accuracy issues, and tune performance for speed and cost.
* Production experience with dbt.
* Solid experience with BI tools like Looker or Omni.
* Familiarity with one of the data warehouses like Big Query, Snowflake, Redshift, Databricks (We use BigQuery).
* Have a software engineering mindset and toolkit - git, testing, code reviews.
* Mastery of data warehouse methodologies and techniques from transactional databases to dimensional data modeling, and wide denormalized data marts.
* A track record of leading and mentoring less experienced developers. You are eager to teach others and invested in the growth of your team.
* Worked asynchronously as part of a fully-remote, distributed team.
* A “full-stack mindset”, not hesitating to do what it takes to solve a problem end-to-end, even if it requires going outside the original job description.
* Candidates must be authorized to work in the United States for any employer without stipulations and be residents of the United States.


**Please Note If You Have Any Of The Following**
* Experience developing and scaling a dbt project while leveraging engineering best practices (e.g. data quality tests, unit tests, etc)
* Have a deep expertise in one or more of the following data domains: Revenue/Sales, Marketing, Customer Success/Support, Product, Education.
* Python proficiency.


**Pay:** 
 up to $150k (no bonus)
   

  

**Interplay Learning Ethos**
*At Interplay, we love what we do. We embrace our daily challenge to push technological limits to invent better ways to make learning easier and training more powerful. We attract passionate people and invite spirited discourse. We celebrate that our jobs fit our lives, not the inverse. We are uncompromising in our belief that together: we can build better training, build better careers and build better lives for customers and our team.*
**Company Benefits**
* Remote-first culture and flexible hours
* Learning resources and annual learning reimbursement
* Family-friendly policies
* Generous vacation policy includes 3 weeks of PTO, 1 week Winter Break, holidays and sick days
* Medical, vision and dental insurance coverage
* 401k
* Private company stock options
* Mental health and wellness resources
* Virtual/in person social events


**Diversity Statement**
*At Interplay Learning, diversity and inclusion are fundamental to who we are and how we operate our business. We’re building a diverse workforce that cultivates and supports all individuals for the betterment of each other, our company, and our customers. We believe a culture of equality creates a stronger work environment for all employees and that we are all accountable for encouraging and celebrating diverse voices. Interplay Learning commits to promote and recognize principles of fairness, equity, and social justice in relation to, and across, intersections of race, age, color, disability, faith, religion, ancestry, national origin, citizenship, sex, sexual orientation, social class, economic class, ethnicity, gender identity, gender expression, and all other identities represented among our diverse membership.*
*We strongly encourage people of color, lesbian, gay, bisexual, transgender, queer and non-binary people, veterans, and individuals with disabilities to apply. Interplay Learning is an equal opportunity employer and welcomes everyone to our team. If you need any reasonable accommodation at any point in the application or interview process, please let us know.*
**Equal Employment Opportunity**
*Interplay Learning is committed to providing equal employment opportunity (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability, pregnancy, marital status, gender identity or expression, status as a veteran, or any other legally protected characteristic or activity in accordance with applicable federal, state and local laws.*","https://www.linkedin.com/company/interplaylearning","","","","","","","https://media.licdn.com/dms/image/v2/C4E0BAQGTGsKWqMTy7g/company-logo_100_100/company-logo_100_100/0/1630586808529/interplaylearning_logo?e=2147483647&v=beta&t=ulmn4BDq9mTFKt-vyN6JFUkBLhASHNixKll1XMnT8nA","","","",""
"linkedin","https://www.linkedin.com/jobs/view/3995274976","","Data Analyst - OMOP","PSRTEK","New York, NY","fulltime","","","","","","","","**Data Analyst**
**Location: Remote**
* Healthcare data background, primarily working with EHR (Electronic Health Record), Practice Management, Payer and CMS data.
* Ability to document mappings and transformations to be consumed by developers for ETL development.
* Ability to analyze within a Snowflake environment writing native SQL.
* Experience working in Jira and being part of a scrum team.
* Knowledge of OMOP data model and vocabularies.
* Ability to be self-sufficient in their analysis.
* Ability to derive the transformation logic.
* Solid communication skills.
* Work EST hours.


 PSRTEK is a reputed technology recruitment and IT staffing brand with a global footprint and an admired client base. As an ideas and innovation powerhouse with a culture of excellence, we bring remarkable expertise and deliver powerfully transformative results.","https://www.linkedin.com/company/psrtek-inc","","","","","","","https://media.licdn.com/dms/image/C4D0BAQHuTDTSx3rGww/company-logo_100_100/0/1656324763986/psrtek_inc_logo?e=2147483647&v=beta&t=I1CMB6qpHX8yV8kaKqaU2w4fmYNrjNHyyCXKezTpB2c","","","",""
"linkedin","https://www.linkedin.com/jobs/view/3995220924","https://www1.jobdiva.com/candidates/myjobs/openjob_outside.jsp?a=f6jdnwfgzljyt8nrqe1m5h4azs51kh0512je8vr38o1mau4o0pj56y1nwo2ig9o1&SearchString=&StatesString=&source=linkedin.com&id=27896670&compid=-1&urlHash=Mxsr","Data Analyst - VI","Ampcus Inc","Richmond, VA","fulltime","","","","","","","","**Qualifications**
* Experience working with cloud native data warehouses like Databricks and Snowflake.
* Experience interpreting data and analyzing results using statistical techniques, uncovering patters, data quality issues.
* Experience validating the data ingested from multiple sources and provide feedback to the Engineers.
* Experience maintaining the data systems by addressing errors and monitoring performance
* Experience building dashboards with reporting trends and insights to add business value using Power BI and Tableau.
* Experience responding to data-related queries and requests from internal customers.
* Experience implementing data quality checks and data governance standards.
* Querying capabilities Python, PySpark,SQL.
* Collibra or any other data dictionary implementation experience is preferred.


**Responsibilities**
* Querying data from various sources. Understanding data relationships.
* Interpreting data and analyzing results using statistical techniques, uncovering patters, data quality issues.
* Validate the data ingested and provide feedback to the engineers.
* Maintaining the data systems by addressing errors and monitoring performance
* Build dashboards with reporting trends and insights to add business value using Power BI and Tableau.
* Responding to data-related queries and requests from customers.


**Skills Required**
* Senior Data Analysis experience to work with technical engineers for data transfer project (data bricks)
* Data visualization skills
* Databricks
* Python
* SQL
* PowerBI
* Tableau \* 2 yrs + or Tableau Certified Data Analyst certification PySpark is huge plus Local to Richmond for once quarter onsite meeting.","https://www.linkedin.com/company/ampcus-inc","","","","","","","https://media.licdn.com/dms/image/C4D0BAQGiVaetStAMfw/company-logo_100_100/0/1631331988625?e=2147483647&v=beta&t=768sfl2NxFpXpTRW-OX_9ZBxadyZ_cY0TmAfnBSULak","","","",""
"linkedin","https://www.linkedin.com/jobs/view/3932046150","","Data Analyst, Finance","Talkspace","New York, NY","","","","","","","","","","https://www.linkedin.com/company/talkspace-online-therapy","","","","","","","","","","",""
"linkedin","https://www.linkedin.com/jobs/view/3995526331","","Azure Cloud Data Engineer","Taalos","","parttime","","","","","","","","**Job Description:** 




 As a Cloud Data Engineer, you will be crucial in designing, implementing, and maintaining our cloud-based data solutions. You will work closely with cross-functional teams to ensure the availability, reliability, and performance of our data infrastructure. The ideal candidate will have a strong background in Azure, data modeling, and data warehousing, with experience in Deltek being a preferred qualification.
 



**Key Responsibilities:** 



* Design, develop, and maintain cloud-based data solutions using Azure.
* Implement data models and data warehouses to support business intelligence and analytics requirements.
* Develop and maintain ETL processes to ensure data is accurately and efficiently transferred between systems.
* Collaborate with stakeholders to understand data requirements and translate them into technical specifications.
* Optimize and troubleshoot data pipelines for performance and reliability.
* Ensure data security and compliance with industry standards and regulations.
* Provide technical expertise and support for data-related projects.



**Qualifications:** 



* Bachelor’s degree in Computer Science, Information Technology, or a related field.
* Proven experience as a Data Engineer with a focus on cloud technologies, specifically Azure.
* Strong knowledge of data modeling and data warehousing concepts and best practices.
* Experience with Azure Data Factory, Azure SQL Database, and other Azure data services.
* Proficiency in working with workbooks and data visualization tools.
* Experience with Deltek (preferred).
* Strong programming skills in languages such as SQL, Python, and others.
* Excellent problem-solving skills and attention to detail.
* Ability to work collaboratively in a team environment and communicate effectively with technical and non-technical stakeholders.



**Preferred Skills:** 



* Experience with other cloud platforms (e.g., AWS, Google Cloud).
* Knowledge of big data technologies such as Hadoop, Spark, or Databricks.
* Familiarity with DevOps practices and tools.
* Experience with data governance and data quality frameworks.



**What We Offer:** 



* Competitive salary and benefits package.
* Opportunities for professional development and growth.
* A collaborative and innovative work environment.
* The chance to work on exciting projects with cutting-edge technologies.



  





**Note: This is a part-time contract long-term position.**","https://www.linkedin.com/company/taalos","","","","","","","https://media.licdn.com/dms/image/C560BAQFL6fL9zGJKcA/company-logo_100_100/0/1662084986724/taalos_logo?e=2147483647&v=beta&t=Rg2nDa4_stSo19ORMIvW-PrZtmCc9JsVl8RbtKPENkk","","","",""
"linkedin","https://www.linkedin.com/jobs/view/3994953901","https://fisher-investments.easyapply-ats.com/us/linkedin/66a74080675a8b25141929b4?sd=1&urlHash=vDzF","Data Engineer","Fisher Investments","Gresham, OR","fulltime","","","","","","","","It's an exciting time to be a member of the Fisher Investments Technology Department. We're investing in the future of our firm's technology and are building our team to achieve global growth. We are looking for a Senior Data Engineer to support our Technology Business Services team. If you are looking for an opportunity to make a difference as we develop scalable and strategic solutions to support our global growth, we want to hear from you!
   

  

**The Opportunity**
 The Senior Data Engineer will join the Business Intelligence team building and supporting the data warehouse used globally by our Private Client Group business. The team designs and develops extract workloads in Azure Data Factory, builds dimensional and tabular models to support data and reporting solutions. You will define and establish data models and supporting the tools and methods of populating data into transactional databases, data warehouses, data marts, or other data repositories and establishing and supporting reporting toolsets and frameworks. You will provide operational support and incident/problem management including logging, instrumentation, analysis, and implementation of process improvements. You will collaborate with the business to oversee the visualization of data and report generation to meet various needs. You will coordinate with other IT teams to configure and implement security, monitoring, tooling, and related capabilities. You will report to the Assistant Vice President - Data Delivery Tech and Gov in Technology Business Services.
   

  

**The Day-to-Day**
* Use Agile practices to elicit and refine requirements through an iterative process of planning, defining acceptance criteria, prioritizing, developing and delivering enterprise data asset solutions in collaboration with business intelligence teams, our users, or other IT teams
* Develop, configure, customize and manage integration tools, databases, warehouses systems with the use of data related software
* Design, build, and deploy data extraction, transformation, and loading processes and pipelines from various sources including databases, APIs, and data files
* Develop and deploy structured, semi-structured, and unstructured data storage models such as data vault or dimensional modeling on a variety platforms to meet the requirements
* Coordinate security, application monitoring, development tooling, and related capabilities with responsible teams
* Provide operational support and incident management for data pipelines and data flows, including proactively updating internal clients and relevant parties on status changes and issues encountered
* Author and maintain accurate and up-to-date documentation for processes, procedures, and technical designs


**Your Qualifications**
* 10 years' experience developing data-related solutions and software
* Experience of Extract/Transform/Load (ETL) and Extract/Load/Transform (ELT) tools, including both batch and real-time data transmission applications such as SSIS, Azure Data Factory, Informatica, Kafka, Spark, MuleSoft, or equivalent software
* Experience of database technologies such as Microsoft SQL Server, Oracle, or NoSQL databases
* Experience of multiple programming languages, such as C#, Java, Python, SQL, Scala, or similar
* Knowledge of IT infrastructure standards and tools, such as application performance monitoring, IT service management, and DevOps software
* Bachelor's or foreign equivalent degree in MIS, computer science or a related field required


**Compensation**
* $90,000 - $160,000 base salary per year in the state of WA. New hires should expect to start at the lower end of the range depending on experience
* Eligible for a discretionary bonus based on firm and individual performance


**Why Fisher Investments**
 We work for a bigger purpose: bettering the investment universe. We take great pride in our inclusive culture, our learning and development framework customized for every employee, and our Great Place to Work Certification. It's the people that make the Fisher purpose possible, and we invest in them by offering exceptional benefits like:
   

  

* 100% paid medical, dental and vision premiums for you and your qualifying dependents
* A 50% 401(k) match, up to the IRS maximum
* 20 days of PTO\*, plus 10 paid holidays (\*17 days of PTO and 3 days of sick time for California employees)
* Family Support programs including 8 weeks Paid Primary Caregiver leave, adoption assistance and back-up child care
* $10,000 fertility, hormonal health and family-forming benefit
* Opportunity to participate in our hybrid work from home program. This program is subject to change. Based on tenure and performance eligibility, you will have the opportunity to work from home up to 75 days per year


 FISHER INVESTMENTS IS AN EQUAL OPPORTUNITY EMPLOYER","https://www.linkedin.com/company/fisher-investments","","","","","","","https://media.licdn.com/dms/image/C4D0BAQELi_gZBtxGEA/company-logo_100_100/0/1630514143417/fisher_investments_logo?e=2147483647&v=beta&t=EN2CzwQ5aXWMZFtFs3oD2VeFkFKYQsZrSvIcffcE2RU","","","",""
"linkedin","https://www.linkedin.com/jobs/view/3959001461","","Senior Software Engineer, Data Platform (Governance)","SoFi","Seattle, WA","fulltime","","","","","","","accommodations@sofi.com","**Employee Applicant Privacy Notice**
**Who we are:**
 Shape a brighter financial future with us.
   

  

 Together with our members, we’re changing the way people think about and interact with personal finance.
   

  

 We’re a next-generation financial services company and national bank using innovative, mobile-first technology to help our millions of members reach their goals. The industry is going through an unprecedented transformation, and we’re at the forefront. We’re proud to come to work every day knowing that what we do has a direct impact on people’s lives, with our core values guiding us every step of the way.
 **Join us to invest in yourself, your career, and the financial world.**
**The Role:**
 SoFi runs on data! We are seeking a highly motivated Senior Software Engineer to join our Data Platform team. As a Senior Software Engineer, you will work alongside our experienced team of data engineers and product managers to develop and maintain our cutting-edge data handling platform using Snowflake, dbt, Sagemaker, and Airflow. In this role you will be contributing to the long-term success of SoFi’s data vision by building out distributed systems and scalable data platforms.
   

  

 As a Senior Engineer on the Data Platform team at SoFi, you'll be tasked with building critical components and features. You will implement battle-tested patterns and interfaces, squash bugs, refactor code and continually grow as an engineer. The ideal candidate has a strong software engineering background and problem-solving ability along with cloud computing (AWS) and data engineering skill set with prior experience on technologies such as Snowflake, Airflow, dbt, Kafka, Spark, Dask, Python, and Tableau. Additionally, you will demonstrate SoFi’s core values by honing your skills as an effective communicator, showing personal responsibility, and setting ambitious goals. If you like working on problems with tangible and lasting impact, we would love to have you in our team!
   

  

**What You’ll Do:**
* Collaborate with cross-functional teams to understand data requirements and design scalable data solutions.
* Write high-quality, efficient, and scalable code to implement new features and functionality on the data platform.
* Participate in code reviews and provide feedback to other team members to ensure code quality and maintainability.
* Work with product managers and other stakeholders to understand user requirements and implement solutions that meet their needs.
* Participate in team meetings and contribute to discussions on technology, design, and implementation.
* Keep up-to-date with the latest developments in data engineering, and cloud technologies.
* Develop and optimize data pipelines using dbt and Airflow to ensure efficient data processing and data quality checks.
* Architect and implement data governance and metadata management solutions to maintain data integrity and compliance.
* Build a system to identify data quality issues and implement solutions to address them effectively.
* Utilize your proficiency in Python to develop custom scripts and tools to enhance data operations and automation.
* Mentor and guide junior team members, providing technical expertise and fostering a culture of continuous learning.


**What You’ll Need:**
* Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
* Minimum of 4 years of experience as a Software Engineer, with a focus on data platform development.
* Extensive hands-on experience with Snowflake, AWS services, dbt, and Airflow.
* Strong understanding of data quality best practices and data governance principles.
* Proven track record in metadata management and data infrastructure design.
* Proficiency in Python for data manipulation, scripting, and automation.
* Excellent problem-solving skills and the ability to thrive in a fast-paced, collaborative environment.
* Strong communication skills to effectively work with diverse stakeholders and present technical concepts.


**Nice to Have:**
* Interest in personal finance


**Compensation And Benefits**
 The base pay range for this role is listed below. Final base pay offer will be determined based on individual factors such as the candidate’s experience, skills, and location.
   

  

 To view all of our comprehensive and competitive benefits, visit our
 **Benefits at SoFi** 
 page!
   

  

 SoFi provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion (including religious dress and grooming practices), sex (including pregnancy, childbirth and related medical conditions, breastfeeding, and conditions related to breastfeeding), gender, gender identity, gender expression, national origin, ancestry, age (40 or over), physical or medical disability, medical condition, marital status, registered domestic partner status, sexual orientation, genetic information, military and/or veteran status, or any other basis prohibited by applicable state or federal law.
   

  

 The Company hires the best qualified candidate for the job, without regard to protected characteristics.
   

  

 Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
   

  

 New York applicants: Notice of Employee Rights
   

  

 SoFi is committed to embracing diversity. As part of this commitment, SoFi offers reasonable accommodations to candidates with physical or mental disabilities. If you need accommodations to participate in the job application or interview process, please let your recruiter know or email accommodations@sofi.com.
   

  

 Due to insurance coverage issues, we are unable to accommodate remote work from Hawaii or Alaska at this time.
   

  

**Internal Employees**
 If you are a current employee, do not apply here - please navigate to our Internal Job Board in Greenhouse to apply to our open roles.","https://www.linkedin.com/company/sofi","","","","","","","https://media.licdn.com/dms/image/v2/C560BAQH0xjWQVXJr6w/company-logo_100_100/company-logo_100_100/0/1630660955481/sofi_logo?e=2147483647&v=beta&t=c_2Jc0Lrn_Bv4px5-mVF1SVPOqIaGH0FuCqNV4Yim1I","","","",""
"linkedin","https://www.linkedin.com/jobs/view/3973739681","","Software Engineer, CloudKitchens - Seattle","CloudKitchens","Seattle, WA","","","","","","","","","","https://www.linkedin.com/company/cloudkitchens","","","","","","","","","","",""
"linkedin","https://www.linkedin.com/jobs/view/3993235833","https://ats.rippling.com/pet-screening-job-board/jobs/816a01a8-52d2-444a-9cb7-fba94373e07d?jobSite=LinkedIn&urlHash=c_q_","Data Analyst","PetScreening","Mooresville, NC","fulltime","","","","","","","","**Our Vision**
 PetScreening strives to be the global leader for pet screening and animal validation. We want to make the world more pet inclusive no matter where you live, work, play, or stay.
   

  

**Our Mission**
 PetScreening advocates responsible pet ownership and helps validate legitimate assistance animal accommodation requests.
   

  

**What We Do**
 PetScreening™ is the fastest growing pet-property tech SaaS company. We help property managers and housing providers manage residents' pets and assistance animals (service animals/emotional support animals/companion animals/etc.). Our proprietary screening platform adds an additional layer of liability protection by having a standardized process when dealing with household pets and assistance animals.
   

  

**Our Culture**
 PetScreening has a pet-friendly office located in the heart of the Merino Mill in Mooresville, NC. Our large office provides space for independent, team, and large group collaboration within several different types of work spaces. Our casual office environment encourages our employees to bring their pets to work. We offer a hybrid schedule, which includes select optional remote work days allowing our employees to work hard while having fun.
   

  

**Benefits Offered**
* Medical/Dental/Vision/HSA benefits offered after 30 days of employment.
* Company sponsored Life Insurance and Short Term Disability.
* Optional Life Insurance and Long Term Disability Plans.
* 401(k) with 3% match regardless of employee contribution. Quarterly open enrollment.
* Paid time off accrual beginning first day of employment
* Paid holidays
* Optional remote work days
* Paid Family/Military/Bereavement leave
* Pet friendly office


**About The Role**
**Location**
 This
 **hybrid** 
 role will be based in our Mooresville, NC office, offering a flexible in-office policy.
   

  

 At this time, we are unable to offer visa sponsorship. When applying to this
 **hybrid role** 
 , please ensure that you can perform the position from our Mooresville office Tuesday through Thursday.
   

  

**Position Overview**
 We are looking for a self-motivated Data Analyst who will be responsible for interpreting data, analyzing results using statistical techniques, and providing ongoing reports. The ideal candidate will have a strong understanding of data analytics tools and methodologies, as well as excellent communication skills to present findings to key stakeholders.
   

  

**Responsibilities**
* Collecting and interpreting data from various sources, including databases, external APIs, and spreadsheets, analyzing data to identify trends, patterns, and insights that will help drive business decisions.
* Developing and maintaining data models.
* Creating and presenting reports and visualizations to communicate findings to stakeholders.
* Collaborating with cross-functional teams to understand business needs and provide data-driven solutions.
* Identifying opportunities for process improvements and efficiency gains through data analysis.
* Ensuring data accuracy and integrity by implementing quality control measures.
* Staying up-to-date with industry trends and best practices in data analytics.


**Qualifications**
* Bachelor's degree in Computer Science, Statistics, Mathematics, Economics, or a related field.
* Proven experience as a Data Analyst, Business Intelligence Associate, or similar role.
* Proficiency in data analysis tools such as SQL, Python, R, or similar is a plus
* Experience with data visualization tools such as Tableau, Power BI, Astrato, or similar.
* Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.
* Excellent communication skills with the ability to present complex information clearly and concisely.
* Ability to work independently and collaboratively in a fast-paced environment.
* Strong problem-solving skills and a proactive attitude toward tackling challenges.
* Experience with machine learning techniques and predictive modeling is a plus.


**What We Offer**
* Competitive salary and benefits package.
* Opportunity to work with a diverse and talented team.
* A dynamic and supportive work environment with room for growth and learning.
* The chance to make a meaningful impact in the lives of pets and pet owners.


 To apply for this position, please submit your resume and a brief cover letter detailing your relevant experience and interest in the role. We look forward to hearing from you!","https://www.linkedin.com/company/petscreening","","","","","","","https://media.licdn.com/dms/image/C4E0BAQF_KxpGbMnaag/company-logo_100_100/0/1663822047787/petscreening_logo?e=2147483647&v=beta&t=zZZsV_eVOgxHoaXBAKVE2fa-Wyv6QgvyFSDwdkGZkwo","","","",""
"linkedin","https://www.linkedin.com/jobs/view/3957739632","","Data Production Engineer","Hudson River Trading","New York, NY","","","","","","","","","","https://www.linkedin.com/company/hudson-river-trading","","","","","","","","","","",""
"linkedin","https://www.linkedin.com/jobs/view/3994136216","https://greenkeyllc.com/job/98628/data-analyst-entry-2&urlHash=fjun","Data Analyst/Entry","Green Key Resources","New York, NY","fulltime","","","","","","","","**Responsibilities/Job Duties**
* Create reports and presentations based on recommendations and findings for internal and external use
* Develop and maintain databases by acquiring data from primary and secondary sources, and build scripts that will make our data evaluation process more flexible or scalable across data sets
* Schedule and process payments
* Reconcile discrepancies between two databases
* Helps respond to other data requests as needed
* Other duties as assigned


**Qualifications**
* Bachelor’s degree
* Strong attention to detail
* Demonstrated ability to collaborate effectively with management and staff
* Ability to multi-task and maintain composure in a fast-paced work environment
* Strong written and oral communication skills","https://www.linkedin.com/company/green-key-resources","","","","","","","https://media.licdn.com/dms/image/C4E0BAQE4XMbiXuArPQ/company-logo_100_100/0/1630591488267/green_key_resources_logo?e=2147483647&v=beta&t=s_Zt0uw5jYGle3l4zMQvtUk5zUTCcWBDSPIAEsJpcqg","","","",""
"linkedin","https://www.linkedin.com/jobs/view/3992375958","","Software Engineer (Marketplace)","Greylock","New York, NY","fulltime","","","","","","","","Greylock has a history of investing in category-defining marketplace companies like Airbnb, Redfin, and Instawork. We are now privileged to invest in a new marketplace, considered one of the industry's fastest-growing (non-AI) startups. This innovative three-sided platform connects individuals, brands, and small businesses, creating unprecedented opportunities for all involved.
 



  





 Building on this growth, we are looking to connect with software engineers who are passionate about building products and enjoy owning projects from end to end. Ideally, you will have some startup experience in full-stack engineering with a strong focus on either the front-end or back-end. This role is less about building the most technical solution and more about solving customer problems using technology as a tool. The team values individuals who are passionate about their work and possess an ownership mentality.
 



  





**Stage:** 
 Series A
 



**Location:** 
 Manhattan HQ with in-office culture
 



  





 \*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*
 



**About Greylock:** 




 Greylock is an early-stage investor in hundreds of remarkable companies, including Airbnb, LinkedIn, Dropbox, Workday, Cloudera, Facebook, Instagram, Roblox, Coinbase, and Palo Alto Networks. More can be found about us here: https://greylock.com/
 



  





**About the Greylock Recruiting team and me:** 




 As full-time, salaried employees of Greylock, our team provides free candidate referrals/introductions to our active investments to help them grow/succeed (as one of our many services). Our recruiting team has over 125 years of in-house recruiting experience at successful startups through FAANG’s and over 30 years of VC Talent.","https://www.linkedin.com/company/greylock-partners","","","","","","","https://media.licdn.com/dms/image/v2/D560BAQHZfaCTQg-MEg/company-logo_100_100/company-logo_100_100/0/1696309893203/greylock_partners_logo?e=2147483647&v=beta&t=bHEv7640xawdjawQBG2Ioq2p4oo3NWAlk6j5aa1yoZg","","","",""
